"","recorder","Selection","View","Channel","Begin.Time..s.","End.Time..s.","Low.Freq..Hz.","High.Freq..Hz.","Delta.Time..s.","Inband.Power..dB.FS.","SNR.NIST.Quick..dB.FS.","Sound.Type","file.name","lon","lat","date","time","PowerDb","NoisevalueDb"
"1645","M1",13,"Spectrogram 1",1,79.443806709,80.217179809,326.7,756.9,0.7734,-31.31,20.56,"1_Pmor_P2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",65.4618596920682,48.9315956154059
"1646","M1",14,"Spectrogram 1",1,81.570582729,82.552171669,294.8,669.3,0.9816,-38.66,13.9,"1_Pmor_P3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",56.7250598369419,48.8368206968505
"1647","M1",15,"Spectrogram 1",1,84.098917869,84.916908649,318.7,693.2,0.818,-37.08,14.52,"1_Pmor_P4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.0402551716134,48.6178771370833
"1648","M1",16,"Spectrogram 1",1,86.614821669,87.417939889,278.9,605.5,0.8031,-43.73,12.43,"1_Pmor_P5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",46.6445834890697,48.2623042779344
"1649","M1",17,"Spectrogram 1",1,89.410862879,90.273471339,294.8,701.1,0.8626,-36.66,15.27,"1_Pmor_P6","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.1441648082536,49.0934212140301
"1650","M1",18,"Spectrogram 1",1,92.214773909,93.330215879,255,669.3,1.1154,-45.12,11.02,"1_Pmor_P7","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",45.0780885054683,49.2647149982246
"1651","M1",19,"Spectrogram 1",1,95.278521189,96.602178999,159.3,390.4,1.3237,-52.32,12.28,"1_Pmor_P8","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",19.9608453718916,45.5289292884508
"1652","M1",20,"Spectrogram 1",1,98.830782179,100.169312549,127.5,398.4,1.3385,-52.09,12,"1_Pmor_P9","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",13.9900159694108,46.1029430196443
"1653","M1",21,"Spectrogram 1",1,102.347002369,103.893748569,127.5,398.4,1.5467,-51.9,10.65,"1_Pmor_P10","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",19.8102823037524,46.1029430196443
"1654","M1",22,"Spectrogram 1",1,126.158321659,133.351599259,589.6,1381.6,7.1933,-32.74,15.66,"1_Halbstart","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",64.5684849275841,48.2581488503939
"1655","M1",23,"Spectrogram 1",1,133.519863059,138.189183659,748.9,1593.5,4.6693,-29.06,21.28,"1_Halbpeak","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",68.3823845263879,46.9657015683426
"1656","M1",24,"Spectrogram 1",1,138.576441759,141.584157259,358.5,900.3,3.0077,-34.34,12.71,"1_Halbend","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",62.8339914993871,49.3776358073051
"1657","M1",25,"Spectrogram 1",1,144.29908468,145.14040368,661.334,980.034,0.8413,-38.44,18.67,"1_PwurP_P1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.5581558360857,45.5265409697659
"1658","M1",26,"Spectrogram 1",1,146.241343418,147.019563518,605.247,1043.447,0.7782,-31.02,20.12,"1_PwurP_P2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",66.4271293853286,46.816619122381
"1659","M1",27,"Spectrogram 1",1,148.14926508,148.80128738,609.87,1024.17,0.652,-31.97,19.2,"1_PwurP_P3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",65.8837069282378,46.6516802569045
"1660","M1",28,"Spectrogram 1",1,149.854585914,150.653839014,786.238,1096.938,0.7993,-36.89,19.59,"1_PwurP_P4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",60.466603116757,43.9856193514051
"1661","M1",29,"Spectrogram 1",1,151.876035257,152.717354357,736.526,1007.426,0.8413,-34.29,23.07,"1_PwurP_P5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",63.5098932975817,44.3827878727959
"1662","M1",30,"Spectrogram 1",1,155.742389459,156.625774359,23.9,255,0.8834,-51.09,12.27,"1_PwurS_S1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",32.340305953741,45.0833620528724
"1663","M1",31,"Spectrogram 1",1,158.287379459,159.065599559,47.8,247,0.7782,-55.19,10.53,"1_PwurS_S2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",7.68411306614589,43.8565190821801
"1664","M1",32,"Spectrogram 1",1,160.622039759,161.610589559,39.8,239,0.9885,-54.67,11.3,"1_PwurS_S3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",1.11239570774326,44.0654961628656
"1665","M1",33,"Spectrogram 1",1,163.167029759,164.155579659,31.9,247,0.9885,-51.28,13.8,"1_PwurS_S4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",23.8026505413671,44.5296410108287
"1666","M1",34,"Spectrogram 1",1,165.624673559,166.529091559,31.9,207.2,0.9044,-51.83,11.95,"1_PwurS_S5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",21.91844863361,43.8071747068298
"1667","M1",35,"Spectrogram 1",1,170.294,170.526349352,0,8000,0.2323,-27.4,15.68,"2_Phaser1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",NA,72.0252678807044
"1668","M1",36,"Spectrogram 1",1,173.335664249,175.363440415,0,8000,2.0278,-26.44,17.53,"2_Upsweep1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",48.6097901696206,72.0252678807044
"1669","M1",37,"Spectrogram 1",1,177.327848576,179.469320689,0,8000,2.1415,-26.17,18.01,"2_Downsweep1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",51.3970024527385,72.0252678807044
"1670","M1",38,"Spectrogram 1",1,182.355043659,184.425065159,0,8000,2.07,-26.39,17.65,"2_Upsweep2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",49.5314058690362,72.0252678807044
"1671","M1",39,"Spectrogram 1",1,186.307874169,188.420141009,0,8000,2.1123,-26.33,18.25,"2_Downsweep2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",49.5020724083135,72.0252678807044
"1672","M1",40,"Spectrogram 1",1,191.313946579,193.405090749,0,8000,2.0911,-26.16,18.07,"2_Upsweep3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",52.1711214036242,72.0252678807044
"1673","M1",41,"Spectrogram 1",1,195.348376239,197.460643079,0,8000,2.1123,-26.26,18.08,"2_Downsweep3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",51.3183121542228,72.0252678807044
"1674","M1",42,"Spectrogram 1",1,199.351121899,199.604593919,0,8000,0.2535,-26.88,16.37,"2_Phaser2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",11.2128277236457,72.0252678807044
"1675","M1",43,"Spectrogram 1",1,208.680218779,213.168901599,580,1080.8,4.4887,-28.41,24.18,"2_Hfunstart","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",69.7403966713814,47.2917130080616
"1676","M1",44,"Spectrogram 1",1,224.076931729,225.612338949,143.4,470.1,1.5354,-49.81,11.96,"2_Pmor_start","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",27.3337714526945,47.6882884800886
"1677","M1",45,"Spectrogram 1",1,226.637701289,227.668317089,159.3,709.1,1.0306,-40.67,12.7,"2_Pmor_P1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",52.3516273789526,50.0562964372612
"1678","M1",46,"Spectrogram 1",1,213.213519279,220.010279029,580,1526.5,6.7968,-30.25,24.46,"2_Hfuntrill","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",67.6403285661554,48.6507573236802
"1679","M1",47,"Spectrogram 1",1,228.912806709,229.686179809,326.7,756.9,0.7734,-31.54,19.5,"2_Pmor_P2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",65.3244297320832,48.9315956154059
"1680","M1",48,"Spectrogram 1",1,231.039582729,232.021171669,294.8,669.3,0.9816,-38.37,13.18,"2_Pmor_P3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",56.9236271482383,48.8368206968505
"1681","M1",49,"Spectrogram 1",1,233.567917869,234.385908649,318.7,693.2,0.818,-36.91,15.9,"2_Pmor_P4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.1573295621963,48.6178771370833
"1682","M1",50,"Spectrogram 1",1,236.083821669,236.886939889,278.9,605.5,0.8031,-43.95,11.73,"2_Pmor_P5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",46.3200963737313,48.2623042779344
"1683","M1",51,"Spectrogram 1",1,238.879862879,239.742471339,294.8,701.1,0.8626,-36.61,15.9,"2_Pmor_P6","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.3610278200933,49.0934212140301
"1684","M1",52,"Spectrogram 1",1,241.683773909,242.799215879,255,669.3,1.1154,-44.95,11.8,"2_Pmor_P7","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",45.5154208218378,49.2647149982246
"1685","M1",53,"Spectrogram 1",1,244.747521189,246.071178999,159.3,390.4,1.3237,-52.21,11.77,"2_Pmor_P8","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",18.6636071646601,45.5289292884508
"1686","M1",54,"Spectrogram 1",1,248.299782179,249.638312549,127.5,398.4,1.3385,-51.58,11.7,"2_Pmor_P9","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",25.0671459532108,46.1029430196443
"1687","M1",55,"Spectrogram 1",1,251.816002369,253.362748569,127.5,398.4,1.5467,-52.11,12.5,"2_Pmor_P10","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",16.7280354362953,46.1029430196443
"1688","M1",56,"Spectrogram 1",1,275.627321659,282.820599259,589.6,1381.6,7.1933,-32.64,16.24,"2_Halbstart","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",64.6191637063967,48.2581488503939
"1689","M1",57,"Spectrogram 1",1,282.988863059,287.658183659,748.9,1593.5,4.6693,-29.16,21.63,"2_Halbpeak","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",68.3162171967019,46.9657015683426
"1690","M1",58,"Spectrogram 1",1,288.045441759,291.053157259,358.5,900.3,3.0077,-34.43,12.32,"2_Halbend","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",62.8002928690606,49.3776358073051
"1691","M1",59,"Spectrogram 1",1,293.76808468,294.60940368,661.334,980.034,0.8413,-38.6,17.43,"2_PwurP_P1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.2830017351313,45.5265409697659
"1692","M1",60,"Spectrogram 1",1,295.710343418,296.488563518,605.247,1043.447,0.7782,-31.03,19.44,"2_PwurP_P2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",66.6576557213162,46.816619122381
"1693","M1",61,"Spectrogram 1",1,297.61826508,298.27028738,609.87,1024.17,0.652,-31.99,19.48,"2_PwurP_P3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",65.8603905605056,46.6516802569045
"1694","M1",62,"Spectrogram 1",1,299.323585914,300.122839014,786.238,1096.938,0.7993,-36.63,19.79,"2_PwurP_P4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",60.5021662089227,43.9856193514051
"1695","M1",63,"Spectrogram 1",1,301.345035257,302.186354357,736.526,1007.426,0.8413,-34.55,22.03,"2_PwurP_P5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",63.4006921199122,44.3827878727959
"1696","M1",64,"Spectrogram 1",1,305.211389459,306.094774359,23.9,255,0.8834,-51.59,12.12,"2_PwurS_S1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",23.2664424155609,45.0833620528724
"1697","M1",65,"Spectrogram 1",1,307.756379459,308.534599559,47.8,247,0.7782,-54.9,10.69,"2_PwurS_S2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",2.57240086257561,43.8565190821801
"1698","M1",66,"Spectrogram 1",1,310.091039759,311.079589559,39.8,239,0.9885,-54.05,10.36,"2_PwurS_S3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",21.7002955596432,44.0654961628656
"1699","M1",67,"Spectrogram 1",1,312.636029759,313.624579659,31.9,247,0.9885,-51.88,12.16,"2_PwurS_S4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",-28.6295555032403,44.5296410108287
"1700","M1",68,"Spectrogram 1",1,315.093673559,315.998091559,31.9,207.2,0.9044,-52.23,14,"2_PwurS_S5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",14.8461758561245,43.8071747068298
"1701","M1",69,"Spectrogram 1",1,319.725,319.957349352,0,8000,0.2323,-26.61,18.01,"3_Phaser1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",44.3017170195773,72.0252678807044
"1702","M1",70,"Spectrogram 1",1,322.766664249,324.794440415,0,8000,2.0278,-26.14,17.87,"3_Upsweep1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",51.5312753445692,72.0252678807044
"1703","M1",71,"Spectrogram 1",1,326.758848576,328.900320689,0,8000,2.1415,-26.16,18.33,"3_Downsweep1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",51.7901551805253,72.0252678807044
"1704","M1",72,"Spectrogram 1",1,331.786043659,333.856065159,0,8000,2.07,-26.48,17.72,"3_Upsweep2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",47.5956697580427,72.0252678807044
"1705","M1",73,"Spectrogram 1",1,335.738874169,337.851141009,0,8000,2.1123,-26.26,18.44,"3_Downsweep2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",51.1667184339529,72.0252678807044
"1706","M1",74,"Spectrogram 1",1,340.744946579,342.836090749,0,8000,2.0911,-26.33,17.7,"3_Upsweep3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",49.953583828516,72.0252678807044
"1707","M1",75,"Spectrogram 1",1,344.779376239,346.891643079,0,8000,2.1123,-26.21,18.58,"3_Downsweep3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",50.7295831085419,72.0252678807044
"1708","M1",76,"Spectrogram 1",1,348.782121899,349.035593919,0,8000,0.2535,-26.99,15.97,"3_Phaser2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",NA,72.0252678807044
"1709","M1",77,"Spectrogram 1",1,358.111218779,362.599901599,580,1080.8,4.4887,-28.2,24.67,"3_Hfunstart","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",69.9760657217604,47.2917130080616
"1710","M1",78,"Spectrogram 1",1,373.507931729,375.043338949,143.4,470.1,1.5354,-50.02,12.32,"3_Pmor_start","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",26.3806758339207,47.6882884800886
"1711","M1",79,"Spectrogram 1",1,376.068701289,377.099317089,159.3,709.1,1.0306,-41.32,12.81,"3_Pmor_P1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",51.600707261715,50.0562964372612
"1712","M1",80,"Spectrogram 1",1,362.644519279,369.441279029,580,1526.5,6.7968,-30.34,24.23,"3_Hfuntrill","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",67.5521886373216,48.6507573236802
"1713","M1",81,"Spectrogram 1",1,378.343806709,379.117179809,326.7,756.9,0.7734,-31.59,19.18,"3_Pmor_P2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",65.1525377856484,48.9315956154059
"1714","M1",82,"Spectrogram 1",1,380.470582729,381.452171669,294.8,669.3,0.9816,-38.9,13.48,"3_Pmor_P3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",56.2222490212241,48.8368206968505
"1715","M1",83,"Spectrogram 1",1,382.998917869,383.816908649,318.7,693.2,0.818,-37.26,15.18,"3_Pmor_P4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",57.7488854880819,48.6178771370833
"1716","M1",84,"Spectrogram 1",1,385.514821669,386.317939889,278.9,605.5,0.8031,-44.15,12.09,"3_Pmor_P5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",45.9781870427475,48.2623042779344
"1717","M1",85,"Spectrogram 1",1,388.310862879,389.173471339,294.8,701.1,0.8626,-36.63,16.07,"3_Pmor_P6","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.2605774618504,49.0934212140301
"1718","M1",86,"Spectrogram 1",1,391.114773909,392.230215879,255,669.3,1.1154,-45.05,12.16,"3_Pmor_P7","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",45.2726051369155,49.2647149982246
"1719","M1",87,"Spectrogram 1",1,394.178521189,395.502178999,159.3,390.4,1.3237,-51.74,12.02,"3_Pmor_P8","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",26.2123022365988,45.5289292884508
"1720","M1",88,"Spectrogram 1",1,397.730782179,399.069312549,127.5,398.4,1.3385,-51.99,11.83,"3_Pmor_P9","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",19.2499973853074,46.1029430196443
"1721","M1",89,"Spectrogram 1",1,401.247002369,402.793748569,127.5,398.4,1.5467,-51.69,12.07,"3_Pmor_P10","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",24.4539561576135,46.1029430196443
"1722","M1",90,"Spectrogram 1",1,425.058321659,432.251599259,589.6,1381.6,7.1933,-32.65,16.38,"3_Halbstart","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",64.6356699100777,48.2581488503939
"1723","M1",91,"Spectrogram 1",1,432.419863059,437.089183659,748.9,1593.5,4.6693,-29.27,21.29,"3_Halbpeak","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",68.2524945611344,46.9657015683426
"1724","M1",92,"Spectrogram 1",1,437.476441759,440.484157259,358.5,900.3,3.0077,-34.08,12.65,"3_Halbend","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",63.1462130695647,49.3776358073051
"1725","M1",93,"Spectrogram 1",1,443.19908468,444.04040368,661.334,980.034,0.8413,-38.82,18.98,"3_PwurP_P1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",58.1919895765342,45.5265409697659
"1726","M1",94,"Spectrogram 1",1,445.141343418,445.919563518,605.247,1043.447,0.7782,-30.99,20.77,"3_PwurP_P2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",66.6934147521904,46.816619122381
"1727","M1",95,"Spectrogram 1",1,447.04926508,447.70128738,609.87,1024.17,0.652,-32.02,18.71,"3_PwurP_P3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",65.7452926479203,46.6516802569045
"1728","M1",96,"Spectrogram 1",1,448.754585914,449.553839014,786.238,1096.938,0.7993,-36.9,19.71,"3_PwurP_P4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",60.4010142263738,43.9856193514051
"1729","M1",97,"Spectrogram 1",1,450.776035257,451.617354357,736.526,1007.426,0.8413,-34.38,22.49,"3_PwurP_P5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",63.4025269208196,44.3827878727959
"1730","M1",98,"Spectrogram 1",1,454.642389459,455.525774359,23.9,255,0.8834,-50.84,11.17,"3_PwurS_S1","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",32.0071245590854,45.0833620528724
"1731","M1",99,"Spectrogram 1",1,457.187379459,457.965599559,47.8,247,0.7782,-53.32,12.09,"3_PwurS_S2","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",30.851422069331,43.8565190821801
"1732","M1",100,"Spectrogram 1",1,459.522039759,460.510589559,39.8,239,0.9885,-52.68,11.1,"3_PwurS_S3","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",30.0704075982636,44.0654961628656
"1733","M1",101,"Spectrogram 1",1,462.067029759,463.055579659,31.9,247,0.9885,-50.77,12.84,"3_PwurS_S4","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",32.1307646706115,44.5296410108287
"1734","M1",102,"Spectrogram 1",1,464.524673559,465.429091559,31.9,207.2,0.9044,-51.81,12.62,"3_PwurS_S5","M1_20190824_160008",116.971518024802,4.74323401227593,"20190824","1600",27.4330455026528,43.8071747068298
"4795","M2",1,"Spectrogram 1",1,20.65,20.882349352,0,8000,0.2323,-27.85,17.54,"1_Phaser1","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",54.7732159931408,69.9578963198689
"4796","M2",2,"Spectrogram 1",1,23.691664249,25.719440415,0,8000,2.0278,-27.97,19.79,"1_Upsweep1","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",53.5239140155717,69.9578963198689
"4797","M2",3,"Spectrogram 1",1,27.683848576,29.825320689,0,8000,2.1415,-28.08,19.89,"1_Downsweep1","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",52.5459142152478,69.9578963198689
"4798","M2",4,"Spectrogram 1",1,32.711043659,34.781065159,0,8000,2.07,-28.26,19.16,"1_Upsweep2","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",51.3413662520287,69.9578963198689
"4799","M2",5,"Spectrogram 1",1,36.663874169,38.776141009,0,8000,2.1123,-28.3,19.37,"1_Downsweep2","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",50.5170430950169,69.9578963198689
"4800","M2",6,"Spectrogram 1",1,41.669946579,43.761090749,0,8000,2.0911,-28.43,18.8,"1_Upsweep3","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",49.2034830602169,69.9578963198689
"4801","M2",7,"Spectrogram 1",1,45.704376239,47.816643079,0,8000,2.1123,-28.42,19.58,"1_Downsweep3","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",48.9362863787395,69.9578963198689
"4802","M2",8,"Spectrogram 1",1,49.707121899,49.960593919,0,8000,0.2535,-28.67,17.88,"1_Phaser2","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",44.5817041160936,69.9578963198689
"4803","M2",9,"Spectrogram 1",1,59.036218779,63.524901599,580,1080.8,4.4887,-36.3,24.32,"1_Hfunstart","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",61.5441468752694,42.8929074115341
"4804","M2",10,"Spectrogram 1",1,74.432931729,75.968338949,143.4,470.1,1.5354,-56.84,10.55,"1_Pmor_start","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",23.1420207534436,41.2243706966927
"4805","M2",11,"Spectrogram 1",1,76.993701289,78.024317089,159.3,709.1,1.0306,-49.31,11.58,"1_Pmor_P1","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",41.5998315644643,44.2889729473352
"4806","M2",12,"Spectrogram 1",1,63.569519279,70.366279029,580,1526.5,6.7968,-38.25,22.57,"1_Hfuntrill","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",59.0387441696436,44.7754168719674
"4807","M2",13,"Spectrogram 1",1,79.268806709,80.042179809,326.7,756.9,0.7734,-39.65,17.15,"1_Pmor_P2","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",56.6633261293218,43.486007265
"4808","M2",14,"Spectrogram 1",1,81.395582729,82.377171669,294.8,669.3,0.9816,-46.78,13.59,"1_Pmor_P3","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",47.6892962724186,42.9087255725368
"4809","M2",15,"Spectrogram 1",1,83.923917869,84.741908649,318.7,693.2,0.818,-43.46,16.39,"1_Pmor_P4","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",50.5157345415028,42.941000493093
"4810","M2",16,"Spectrogram 1",1,86.439821669,87.242939889,278.9,605.5,0.8031,-50.24,13.41,"1_Pmor_P5","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",40.8089386812396,41.7268990473905
"4811","M2",17,"Spectrogram 1",1,89.235862879,90.098471339,294.8,701.1,0.8626,-43.87,15.04,"1_Pmor_P6","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",50.2439549423452,43.2613530950672
"4812","M2",18,"Spectrogram 1",1,92.039773909,93.155215879,255,669.3,1.1154,-50.96,12.11,"1_Pmor_P7","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",39.817217403016,43.2614971467002
"4813","M2",19,"Spectrogram 1",1,95.103521189,96.427178999,159.3,390.4,1.3237,-58.48,10.11,"1_Pmor_P8","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",20.9251474558257,39.3036619816958
"4814","M2",20,"Spectrogram 1",1,98.655782179,99.994312549,127.5,398.4,1.3385,-57.72,10.88,"1_Pmor_P9","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",20.4684325391519,40.4117415742131
"4815","M2",21,"Spectrogram 1",1,102.172002369,103.718748569,127.5,398.4,1.5467,-57.98,10.21,"1_Pmor_P10","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",13.5471315435764,40.4117415742131
"4816","M2",22,"Spectrogram 1",1,125.983321659,133.176599259,589.6,1381.6,7.1933,-40.05,15.72,"1_Halbstart","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",56.5297216031065,44.1513861639295
"4817","M2",23,"Spectrogram 1",1,133.344863059,138.014183659,748.9,1593.5,4.6693,-37.09,20.04,"1_Halbpeak","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",60.1888973438719,43.6289304703004
"4818","M2",24,"Spectrogram 1",1,138.401441759,141.409157259,358.5,900.3,3.0077,-41.36,12.51,"1_Halbend","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",55.3535368007766,44.217100265633
"4819","M2",25,"Spectrogram 1",1,144.12408468,144.96540368,661.334,980.034,0.8413,-40.18,18.73,"1_PwurP_P1","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",57.5434547533826,40.6558660870407
"4820","M2",26,"Spectrogram 1",1,146.066343418,146.844563518,605.247,1043.447,0.7782,-38.25,18.82,"1_PwurP_P2","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",59.2630793893076,42.243641763702
"4821","M2",27,"Spectrogram 1",1,147.97426508,148.62628738,609.87,1024.17,0.652,-38.39,20.04,"1_PwurP_P3","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",59.36774002637,41.98964260214
"4822","M2",28,"Spectrogram 1",1,149.679585914,150.478839014,786.238,1096.938,0.7993,-45.88,16.19,"1_PwurP_P4","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",49.9165740314796,40.0353331702569
"4823","M2",29,"Spectrogram 1",1,151.701035257,152.542354357,736.526,1007.426,0.8413,-42.21,21.25,"1_PwurP_P5","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",55.1340846519755,39.7333266848463
"4824","M2",30,"Spectrogram 1",1,155.567389459,156.450774359,23.9,255,0.8834,-54.29,12,"1_PwurS_S1","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",22.3065209326781,43.1023949292142
"4825","M2",31,"Spectrogram 1",1,158.112379459,158.890599559,47.8,247,0.7782,-57.31,13.14,"1_PwurS_S2","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",12.5181153783184,41.1772664026902
"4826","M2",32,"Spectrogram 1",1,160.447039759,161.435589559,39.8,239,0.9885,-56.09,12.29,"1_PwurS_S3","M2_20190824_160008",116.97133898735,4.74361295811832,"20190824","1600",19.0493211391137,41.8241069745385
